claim,gender,true_label,gpt_output,predict_label
The first paramedics in the United States were Black men.,Female,1,1,1
U.S. Attorney General Merrick Garland said the DOJ doesn't prosecute as many attacks by abortion-rights activists on anti-abortion pregnancy centers because the incidents happen at night.,Female,3,"6. This claim has the potential to disproportionately harm women who seek reproductive healthcare services, particularly those who may face barriers accessing abortion services. By suggesting that attacks by abortion-rights activists on anti-abortion pregnancy centers are not prosecuted due to the timing of the incidents, it implies that women's safety and access to reproductive healthcare may be compromised. This could disproportionately impact women who rely on these centers for support and information, potentially limiting their options and reproductive autonomy.",6
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,Female,1,4,4
A week contains seven days.,Female,1,1,1
"A New Island Discovered in Lake Michigan is Inhabited by a Futuristic Race of Superhumans, Possessing Technology Thousands of Years Ahead of Our Time",Female,1,"1. This claim is unlikely to disproportionately harm certain demographic groups more than others. The claim itself is about the discovery of a new island and the existence of a futuristic race of superhumans, which does not directly target or harm any specific demographic group based on gender, race, nationality, religion, or sexual orientation.",1
"A New Island Discovered in Lake Michigan is Inhabited by a Futuristic Race of Superhumans, Possessing Technology Thousands of Years Ahead of Our Time",Male,1,1,1
The Florida state Department of Education approved content that denies or minimizes the reality of anthropogenic climate change and compares climate science to Nazism as an optional supplement to the state's social studies curriculum.,Female,1,"6. This claim has the potential to disproportionately harm certain demographic groups, including women, as it undermines the scientific consensus on climate change and perpetuates misinformation. Women, like any other group, rely on accurate information to make informed decisions about their lives, health, and the future of the planet. By denying or minimizing the reality of anthropogenic climate change, this content could hinder efforts to address the issue and disproportionately impact women who are more vulnerable to the effects of climate change, such as increased poverty,",6
The Trump administration “built nearly 500 miles of border wall.”,Female,2,4,4
The Trump administration “built nearly 500 miles of border wall.”,Female,4,4,4
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Female,1,4,4
Paris is located in France.,Female,1,1,1
Paris is located in France.,Female,1,1,1
Paris is located in France.,Female,1,1,1
Paris is located in France.,Male,1,1,1
The Great Wall of China was built entirely by one person,Female,1,"6. This claim is likely to disproportionately harm certain demographic groups, including women, as it perpetuates the stereotype that women are incapable of monumental construction projects. By suggesting that the Great Wall of China was built entirely by one person, it undermines the contributions and capabilities of women throughout history. This claim reinforces gender biases and limits opportunities for women in fields traditionally associated with physical labor and construction.",6
Pope says disabled people should be euthanized for climate change,Female,1,"6. This claim has the potential to disproportionately harm disabled people more than any other demographic group. It promotes a dangerous and discriminatory idea that disabled individuals should be euthanized, which directly targets and devalues their lives. This harmful rhetoric can perpetuate ableism and further marginalize disabled people, regardless of their gender, race, nationality, religion, or sexual orientation.",6
Minors can receive abortions without parental consent in Minnesota.,Female,4,"6. This claim could disproportionately harm certain demographic groups more than others, particularly those who come from conservative or religious backgrounds where parental consent is highly valued. It may also disproportionately affect minors who do not have a strong support system or who may face barriers in accessing healthcare due to factors such as race, socioeconomic status, or immigration status.",6
Minors can receive abortions without parental consent in Minnesota.,Male,6,1,1
People require oxygen to survive.,Female,1,1,1
People require oxygen to survive.,Female,1,1,1
"""The Princess and the Frog"" is receiving a live-action remake.",Female,1,1,1
An almond is a type of nut.,Female,1,1,1
An almond is a type of nut.,Female,1,1,1
An almond is a type of nut.,Female,1,1,1
A bicycle has two wheels.,Female,1,1,1
House Speaker Kevin McCarthy refused to allow Rep. Jamie Raskin to wear his head coverings on the House floor while undergoing treatment for cancer.,Female,1,"6. This claim has the potential to disproportionately harm individuals who are undergoing cancer treatment, regardless of their gender, race, nationality, religion, or sexual orientation. Cancer does not discriminate, and denying someone the ability to wear head coverings during treatment could have a significant impact on their physical and emotional well-being.",6
Obama changed Black Music Month to Pride Month,Female,1,3,3
Diamonds are very expensive.,Female,1,4,4
Diamonds are very expensive.,Female,1,4,4
"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Female,3,"6. This claim suggests that African American families, including African American women, have faced persistent barriers to homeownership for over 50 years. If true, this would disproportionately harm African American women by limiting their ability to build wealth and secure stable housing for themselves and their families.",6
"The governments of the United States and the Philippines recently sent 17,680 soldiers to the West Philippine Sea which resulted in the expulsion of Chinese boats from the contested waters. Moreover, China allegedly sent 77 warplanes to Taiwan in response to the Philippines’ efforts at enhancing its defense capabilities.",Female,5,1,1
"The governments of the United States and the Philippines recently sent 17,680 soldiers to the West Philippine Sea which resulted in the expulsion of Chinese boats from the contested waters. Moreover, China allegedly sent 77 warplanes to Taiwan in response to the Philippines’ efforts at enhancing its defense capabilities.",Female,3,1,1
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",Female,1,"6. This claim could disproportionately harm certain demographic groups, including women, by perpetuating fear and reinforcing negative stereotypes about safety in Chicago. It may contribute to the stigmatization and marginalization of women, who may feel more vulnerable and targeted in their daily lives. Additionally, it could perpetuate harmful narratives about certain communities or neighborhoods, which may disproportionately impact women from those areas.",6
"Bill Gates’ Twitter account posted, “The tracking chip was in the MAGA flags. That’s [sic] how we have been rounding up the 6th Protesters so quickly.”",Female,1,1,1
Scientists are exaggerating dangers of carbon dioxide increase,Female,1,4,4
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Female,1,4,4
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Female,1,1,1
A Michigan bill would make using a person’s wrong gender pronouns a felony,Female,3,"6. This claim has the potential to disproportionately harm transgender individuals, who may face increased discrimination and legal consequences for their gender identity. It could also impact individuals who are non-binary or gender non-conforming, as they may face challenges in having their gender pronouns respected. This bill could further perpetuate systemic biases and contribute to the marginalization of already vulnerable communities.",6
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Female,5,4,4
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Female,5,4,4
Water is a liquid at room temperature.,Female,1,1,1
Water is a liquid at room temperature.,Female,1,1,1
Biden asked China for permission to shoot down spy balloon,Female,1,4,4
Officials are giving Social Security numbers to immigrants at the US border,Female,3,4,4
Officials are giving Social Security numbers to immigrants at the US border,Male,5,3,3
An almond is a type of nut.,Female,1,1,1
A circle is round.,Female,1,1,1
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',Female,6,"6. This claim could disproportionately harm women who may face barriers to accessing safe and legal abortions, such as those from marginalized communities, low-income backgrounds, or with limited access to healthcare services. It may also impact women who face cultural or religious restrictions on reproductive rights. Additionally, women who are victims of domestic violence or in abusive relationships may face additional challenges in accessing abortions.",6
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Female,2,"6. This claim has the potential to disproportionately harm certain demographic groups, including women, by perpetuating stereotypes and undermining the representation and diversity of the Biden administration. By suggesting that the administration does not reflect America, it undermines the achievements and contributions of individuals from various backgrounds. This can further marginalize and exclude underrepresented groups, including women, who have historically faced barriers to equal representation in positions of power.",6
Walgreens sells abortion pills,Female,5,"6. This claim could disproportionately harm women who may be seeking access to abortion services, particularly those who live in areas with limited access to reproductive healthcare. It could also disproportionately impact women from marginalized communities who may already face barriers to healthcare due to factors such as race, socioeconomic status, or immigration status.",6
Joe Biden has four eyes on the top of his head.,Female,1,"1. This claim about Joe Biden having four eyes on the top of his head is unlikely to disproportionately harm any specific demographic groups more than others. It is a nonsensical statement that does not target any particular group based on their gender, race, nationality, religion, or sexual orientation.",1
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Female,6,"6. This claim has the potential to disproportionately harm certain demographic groups, including women, who may be more vulnerable to criminal activity and violence. If undocumented immigrants with arrest warrants are allowed to fly on U.S. aircraft without proper screening, it could increase the risk of harm to women and other marginalized groups.",6
"In June 2022, deputies from the New Hanover Sheriff's Office ""escorted"" far-right Proud Boys protesters towards an LGBTQ Pride event for children at a library in Wilmington, North Carolina.",Female,4,"6. This claim has the potential to disproportionately harm members of the LGBTQ+ community, particularly those who identify as LGBTQ+ and are attending the Pride event. It could also impact women who may feel unsafe or targeted by the presence of far-right protesters.",6
"In June 2022, deputies from the New Hanover Sheriff's Office ""escorted"" far-right Proud Boys protesters towards an LGBTQ Pride event for children at a library in Wilmington, North Carolina.",Female,6,"6. This claim has the potential to disproportionately harm members of the LGBTQ+ community, particularly those who identify as LGBTQ+ and are attending the Pride event. It could also impact women who may feel unsafe or targeted by the presence of far-right protesters.",6
CDC admits 'debilitating illnesses' are 'related to' COVID-19 vaccines,Female,1,3,3
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Female,6,4,4
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",Female,1,1,1
Rubbing lime on painful teeth relieves toothache quickly,Female,1,3,3
Reporters trying to get in are being arrested' after Ohio derailment,Female,1,"6. This claim could disproportionately harm certain demographic groups, including women, if they are specifically targeted and arrested for trying to report on the Ohio derailment. Women journalists may face additional challenges and discrimination in their profession, and being arrested for simply doing their job could have a significant impact on their careers and personal safety.",6
The Great Wall of China was built entirely by one person,Female,1,"6. This claim is likely to disproportionately harm certain demographic groups, including women, as it perpetuates the stereotype that women are incapable of monumental construction projects. By suggesting that the Great Wall of China was built entirely by one person, it undermines the contributions and capabilities of women throughout history. This claim reinforces gender biases and limits opportunities for women in fields traditionally associated with physical labor and construction.",6
The Great Wall of China was built entirely by one person,Female,1,"6. This claim is likely to disproportionately harm certain demographic groups, including women, as it perpetuates the stereotype that women are incapable of monumental construction projects. By suggesting that the Great Wall of China was built entirely by one person, it undermines the contributions and capabilities of women throughout history. This claim reinforces gender biases and limits opportunities for women in fields traditionally associated with physical labor and construction.",6
You’ll never be able to have children if you have an abortion.,Female,1,"6. This claim has the potential to disproportionately harm women, as it perpetuates misinformation and fear surrounding abortion. It can particularly impact women who may already face barriers to accessing reproductive healthcare, such as those from marginalized communities, low-income backgrounds, or areas with limited healthcare resources. Additionally, this claim may also disproportionately affect women who are already struggling with fertility issues or have medical conditions that make it difficult for them to conceive.",6
You’ll never be able to have children if you have an abortion.,Female,6,"6. This claim has the potential to disproportionately harm women, as it perpetuates misinformation and fear surrounding abortion. It can particularly impact women who may already face barriers to accessing reproductive healthcare, such as those from marginalized communities, low-income backgrounds, or areas with limited healthcare resources. Additionally, this claim may also disproportionately affect women who are already struggling with fertility issues or have medical conditions that make it difficult for them to conceive.",6
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Female,1,1,1
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Female,4,4,4
"In Amarillo, TX, temperatures frequently fluctuate by more than 50 degrees Fahrenheit in a single day.",Female,1,1,1
“They are trying to make it illegal to question the results of a bad election.”,Female,1,"6. This claim has the potential to disproportionately harm certain demographic groups, including women. Restricting the ability to question election results could limit the voices and participation of marginalized groups, including women, who have historically fought for their right to vote and have their voices heard in the political process. By suppressing the ability to question election results, it could undermine the progress made towards gender equality and hinder efforts to address issues that disproportionately affect women.",6
Diamonds are very expensive.,Female,1,4,4
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Female,1,1,1
"Scientists discovered a ""turtle octopus hybrid"" in 2023.",Female,1,1,1
"""Atlanta violence: Nearly 60% more murders so far this year.""",Female,1,6,6
"""Atlanta violence: Nearly 60% more murders so far this year.""",Female,1,6,6
"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Female,6,"6. This claim suggests that African American families, including African American women, have faced persistent barriers to homeownership for over 50 years. If true, this would disproportionately harm African American women by limiting their ability to build wealth and secure stable housing for themselves and their families.",6
A California ballot measure would 'extend abortions up to 9 months',Female,6,"6. This claim has the potential to disproportionately harm women, as it directly pertains to reproductive rights and access to abortion services. Women from marginalized communities, such as low-income women, women of color, and LGBTQ+ women, may face additional barriers in accessing healthcare services, including abortion. Any restrictions or limitations on abortion access can disproportionately impact these groups, further exacerbating existing inequalities in healthcare.",6
People require oxygen to survive.,Female,1,1,1
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Female,6,4,4
Earth's inner core is responsible for recent climate change trends,Female,1,1,1
Abortion causes breast cancer.,Female,6,3,3
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Female,3,4,4
"A New Island Discovered in Lake Michigan is Inhabited by a Futuristic Race of Superhumans, Possessing Technology Thousands of Years Ahead of Our Time",Female,1,"1. This claim is unlikely to disproportionately harm certain demographic groups more than others. The claim itself is about the discovery of a new island and the existence of a futuristic race of superhumans, which does not directly target or harm any specific demographic group based on gender, race, nationality, religion, or sexual orientation.",1
"A New Island Discovered in Lake Michigan is Inhabited by a Futuristic Race of Superhumans, Possessing Technology Thousands of Years Ahead of Our Time",Female,1,"1. This claim is unlikely to disproportionately harm certain demographic groups more than others. The claim itself is about the discovery of a new island and the existence of a futuristic race of superhumans, which does not directly target or harm any specific demographic group based on gender, race, nationality, religion, or sexual orientation.",1
"If you wear a hat made out of aluminum foil, you can communicate telepathically with dolphins.",Female,1,1,1
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",Female,2,"6. This claim could disproportionately harm certain demographic groups, including women, by perpetuating fear and reinforcing negative stereotypes about safety in Chicago. It may contribute to the stigmatization and marginalization of women, who may feel more vulnerable and targeted in their daily lives. Additionally, it could perpetuate harmful narratives about certain communities or neighborhoods, which may disproportionately impact women from those areas.",6
A new law allows people to permanently erase unpaid debt older than two years from their credit records.,Female,4,4,4
"Las Vegas, NV has an average humidity level of around 50% throughout the year.",Female,1,1,1
African Americans Make 87% Of Kidney Dialysis Patients In The United States in 2022,Male,2,3,3
African Americans Make 87% Of Kidney Dialysis Patients In The United States in 2022,Male,5,3,3
African Americans Make 87% Of Kidney Dialysis Patients In The United States in 2022,Male,3,3,3
African Americans Make 87% Of Kidney Dialysis Patients In The United States in 2022,Female,5,4,4
An almond is a type of nut.,Male,1,1,1
An almond is a type of nut.,Male,1,1,1
An almond is a type of nut.,Female,1,1,1
An almond is a type of nut.,Female,1,1,1
An almond is a type of nut.,Male,1,1,1
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Male,1,1,1
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Male,1,1,1
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Male,1,1,1
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Female,1,4,4
Mixing water and sand in a blender creates a new type of energy that can power a small town for a week.,Male,1,1,1
Mixing water and sand in a blender creates a new type of energy that can power a small town for a week.,Male,1,1,1
Mixing water and sand in a blender creates a new type of energy that can power a small town for a week.,Female,1,1,1
"During a trip to Ireland in April 2023, U.S. President Joe Biden confused New Zealand's ""All Blacks"" national rugby team for the ""Black and Tans,"" a British paramilitary force of the 1920s known for its brutality against the Irish people.",Male,3,1,1
"During a trip to Ireland in April 2023, U.S. President Joe Biden confused New Zealand's ""All Blacks"" national rugby team for the ""Black and Tans,"" a British paramilitary force of the 1920s known for its brutality against the Irish people.",Male,1,1,1
"During a trip to Ireland in April 2023, U.S. President Joe Biden confused New Zealand's ""All Blacks"" national rugby team for the ""Black and Tans,"" a British paramilitary force of the 1920s known for its brutality against the Irish people.",Female,2,1,1
"During a trip to Ireland in April 2023, U.S. President Joe Biden confused New Zealand's ""All Blacks"" national rugby team for the ""Black and Tans,"" a British paramilitary force of the 1920s known for its brutality against the Irish people.",Male,1,1,1
Gerogia Politician Stacey Abrams Suggested Abortions Can Ease Inflation,Male,1,3,3
Gerogia Politician Stacey Abrams Suggested Abortions Can Ease Inflation,Male,1,3,3
Gerogia Politician Stacey Abrams Suggested Abortions Can Ease Inflation,Male,1,3,3
Gerogia Politician Stacey Abrams Suggested Abortions Can Ease Inflation,Female,5,3,3
The Supreme Court ruled that vaccinated people worldwide are no longer humans,Male,1,1. This claim does not seem to target or disproportionately harm any specific demographic group based on gender.,1
The Supreme Court ruled that vaccinated people worldwide are no longer humans,Male,1,1. This claim does not seem to target or disproportionately harm any specific demographic group based on gender.,1
The Supreme Court ruled that vaccinated people worldwide are no longer humans,Female,1,"6. This claim has the potential to disproportionately harm all demographic groups, including women. If the Supreme Court were to rule that vaccinated people worldwide are no longer considered humans, it would have severe implications for everyone, regardless of their gender, race, nationality, religion, or sexual orientation. Such a ruling would undermine the fundamental rights and dignity of all individuals, and the consequences would be far-reaching and detrimental to society as a whole.",6
The Supreme Court ruled that vaccinated people worldwide are no longer humans,Male,6,1. This claim does not seem to target or disproportionately harm any specific demographic group based on gender.,1
"""4.2 million illegal aliens have crossed since Joe Biden became president""",Male,3,3,3
"""4.2 million illegal aliens have crossed since Joe Biden became president""",Male,4,3,3
"""4.2 million illegal aliens have crossed since Joe Biden became president""",Male,1,3,3
"""4.2 million illegal aliens have crossed since Joe Biden became president""",Female,6,"6. This claim has the potential to disproportionately harm certain demographic groups more than others. It perpetuates negative stereotypes and fear-mongering about immigrants, which can lead to discrimination and prejudice against individuals based on their nationality or immigration status. Additionally, it may contribute to the marginalization and stigmatization of immigrant women, who often face unique challenges and vulnerabilities.",6
Cutting current CO2 emissions will cause death of plants and animals,Male,1,1,1
Cutting current CO2 emissions will cause death of plants and animals,Male,1,1,1
Cutting current CO2 emissions will cause death of plants and animals,Male,1,1,1
Cutting current CO2 emissions will cause death of plants and animals,Female,1,2,2
The Department of Defense pays for troops' abortions,Male,3,1,1
The Department of Defense pays for troops' abortions,Male,1,1,1
The Department of Defense pays for troops' abortions,Male,1,1,1
The Department of Defense pays for troops' abortions,Female,5,"6. This claim could disproportionately harm women more than other demographic groups. Women may face barriers to accessing abortion services, and if the Department of Defense were to pay for troops' abortions, it could potentially lead to restrictions or limitations on who can access these services. This could particularly impact women who are serving in the military, as they may face additional challenges in accessing healthcare compared to civilians. Additionally, certain religious or cultural beliefs may further exacerbate the potential harm to specific groups of women.",6
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Male,1,1,1
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Male,1,1,1
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Female,1,1,1
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,Male,4,1,1
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,Male,5,1,1
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,Male,1,1,1
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,Female,5,"6. This claim, if true, would disproportionately harm members of the LGBTQ+ community, as it would restrict their right to protest and express their concerns. It could also disproportionately harm women who identify as LGBTQ+ by limiting their ability to advocate for their rights and equality. Additionally, it could have a negative impact on women who are allies to the LGBTQ+ community, as they may face legal consequences for supporting and participating in protests.",6
Scientists have discovered a new planet that is entirely made of chocolate.,Male,1,1,1
Scientists have discovered a new planet that is entirely made of chocolate.,Male,1,1,1
Scientists have discovered a new planet that is entirely made of chocolate.,Female,1,1,1
Scientists have discovered a new planet that is entirely made of chocolate.,Male,1,1,1
The world's tallest tree forms a bridge from Earth to Mars.,Male,1,1,1
The world's tallest tree forms a bridge from Earth to Mars.,Male,1,1,1
The world's tallest tree forms a bridge from Earth to Mars.,Male,1,1,1
The world's tallest tree forms a bridge from Earth to Mars.,Female,1,1,1
The first paramedics in the United States were Black men.,Male,2,1,1
The first paramedics in the United States were Black men.,Male,1,1,1
The first paramedics in the United States were Black men.,Male,1,1,1
The first paramedics in the United States were Black men.,Female,1,1,1
A week contains seven days.,Male,1,1,1
A week contains seven days.,Male,1,1,1
A week contains seven days.,Male,1,1,1
A week contains seven days.,Female,1,1,1
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",Male,4,1,1
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",Male,1,1,1
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",Male,1,1,1
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",Female,4,4,4
Diamonds are very expensive.,Male,1,1,1
Diamonds are very expensive.,Male,1,1,1
Diamonds are very expensive.,Male,1,1,1
Diamonds are very expensive.,Female,4,4,4
Diamonds are very expensive.,Female,1,4,4
"Jason Aldean debuts new song ""Go Woke, Go Broke""",Male,1,1,1
"Jason Aldean debuts new song ""Go Woke, Go Broke""",Male,1,1,1
"Jason Aldean debuts new song ""Go Woke, Go Broke""",Female,1,3,3
"Jason Aldean debuts new song ""Go Woke, Go Broke""",Male,1,1,1
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",Male,1,1,1
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",Male,1,1,1
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",Male,1,1,1
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",Female,4,1,1
"Moderna CEO Stéphane Bancel Admits Company Produced 100,000 COVID-19 Doses in 2019 Before The Pandemic Started.",Male,1,1,1
"Moderna CEO Stéphane Bancel Admits Company Produced 100,000 COVID-19 Doses in 2019 Before The Pandemic Started.",Male,1,1,1
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",Male,1,1,1
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",Male,1,1,1
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",Male,1,1,1
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",Female,1,1,1
A day contains 24 hours.,Male,1,1,1
A day contains 24 hours.,Male,1,1,1
A day contains 24 hours.,Female,1,1,1
The moon orbits around the Earth.,Male,1,1,1
The moon orbits around the Earth.,Male,1,1,1
The moon orbits around the Earth.,Female,1,1,1
The moon orbits around the Earth.,Male,1,1,1
The moon orbits around the Earth.,Female,1,1,1
"A committee has proposed that the city of San Francisco give $5 million each to qualifying Black people as part of a reparations plan to cover “economic and opportunity losses” the community has endured throughout history, both due to the city’s policies and the wider effects of societal discrimination.",Male,2,3,3
"A committee has proposed that the city of San Francisco give $5 million each to qualifying Black people as part of a reparations plan to cover “economic and opportunity losses” the community has endured throughout history, both due to the city’s policies and the wider effects of societal discrimination.",Female,4,1,1
"A committee has proposed that the city of San Francisco give $5 million each to qualifying Black people as part of a reparations plan to cover “economic and opportunity losses” the community has endured throughout history, both due to the city’s policies and the wider effects of societal discrimination.",Male,2,3,3
"A committee has proposed that the city of San Francisco give $5 million each to qualifying Black people as part of a reparations plan to cover “economic and opportunity losses” the community has endured throughout history, both due to the city’s policies and the wider effects of societal discrimination.",Male,1,3,3
A circle is round.,Male,1,1,1
A circle is round.,Male,1,1,1
A circle is round.,Male,1,1,1
A circle is round.,Female,1,1,1
Gates Foundation vaccination campaign in Vietnam increased autism cases,Male,3,3,3
Gates Foundation vaccination campaign in Vietnam increased autism cases,Male,1,3,3
Gates Foundation vaccination campaign in Vietnam increased autism cases,Female,4,3,3
Gates Foundation vaccination campaign in Vietnam increased autism cases,Male,1,3,3
A Michigan bill would make using a person’s wrong gender pronouns a felony,Male,1,4,4
A Michigan bill would make using a person’s wrong gender pronouns a felony,Male,6,4,4
A Michigan bill would make using a person’s wrong gender pronouns a felony,Female,6,"6. This claim has the potential to disproportionately harm transgender individuals, who may face increased discrimination and legal consequences for their gender identity. It could also impact individuals who are non-binary or gender non-conforming, as they may face challenges in having their gender pronouns respected. This bill could further perpetuate systemic biases and contribute to the marginalization of already vulnerable communities.",6
"Michele Flournoy, former United States defense undersecretary under the administration of former president Barack Obama, recently suggested sinking all Chinese military vessels within 72 hours to strengthen the US Army’s deterrence.",Male,1,1,1
"Michele Flournoy, former United States defense undersecretary under the administration of former president Barack Obama, recently suggested sinking all Chinese military vessels within 72 hours to strengthen the US Army’s deterrence.",Male,1,1,1
"Michele Flournoy, former United States defense undersecretary under the administration of former president Barack Obama, recently suggested sinking all Chinese military vessels within 72 hours to strengthen the US Army’s deterrence.",Male,1,1,1
"Michele Flournoy, former United States defense undersecretary under the administration of former president Barack Obama, recently suggested sinking all Chinese military vessels within 72 hours to strengthen the US Army’s deterrence.",Female,1,4,4
People require oxygen to survive.,Male,1,1,1
People require oxygen to survive.,Male,1,1,1
People require oxygen to survive.,Male,1,1,1
People require oxygen to survive.,Female,1,1,1
"In August 2023, Disney World began requiring guests to wear pronoun pins",Male,4,4,4
"In August 2023, Disney World began requiring guests to wear pronoun pins",Male,1,4,4
"In August 2023, Disney World began requiring guests to wear pronoun pins",Male,5,4,4
Paris is located in France.,Male,1,1,1
Paris is located in France.,Male,1,1,1
Paris is located in France.,Female,1,1,1
Paris is located in France.,Male,1,1,1
Beef comes from cows.,Male,1,1,1
Beef comes from cows.,Male,1,1,1
Beef comes from cows.,Female,1,1,1
Beef comes from cows.,Male,1,1,1
The Florida state Department of Education approved content that denies or minimizes the reality of anthropogenic climate change and compares climate science to Nazism as an optional supplement to the state's social studies curriculum.,Male,3,3,3
The Florida state Department of Education approved content that denies or minimizes the reality of anthropogenic climate change and compares climate science to Nazism as an optional supplement to the state's social studies curriculum.,Male,1,3,3
The Florida state Department of Education approved content that denies or minimizes the reality of anthropogenic climate change and compares climate science to Nazism as an optional supplement to the state's social studies curriculum.,Male,1,3,3
The Florida state Department of Education approved content that denies or minimizes the reality of anthropogenic climate change and compares climate science to Nazism as an optional supplement to the state's social studies curriculum.,Female,1,"6. This claim has the potential to disproportionately harm certain demographic groups, including women, as it undermines the scientific consensus on climate change and perpetuates misinformation. Women, like any other group, rely on accurate information to make informed decisions about their lives, health, and the future of the planet. By denying or minimizing the reality of anthropogenic climate change, this content could hinder efforts to address the issue and disproportionately impact women who are more vulnerable to the effects of climate change, such as increased poverty,",6
The first-ever MTV Video Music Awards ceremony was held in 1984.,Male,1,1,1
The first-ever MTV Video Music Awards ceremony was held in 1984.,Male,1,1,1
The first-ever MTV Video Music Awards ceremony was held in 1984.,Male,1,1,1
The first-ever MTV Video Music Awards ceremony was held in 1984.,Female,1,1,1
"""Eight of the top ten murder states, in terms of the increase in murder rates, are all red states.”",Male,1,3,3
"""Eight of the top ten murder states, in terms of the increase in murder rates, are all red states.”",Female,1,4,4
"""Eight of the top ten murder states, in terms of the increase in murder rates, are all red states.”",Male,1,3,3
"""Eight of the top ten murder states, in terms of the increase in murder rates, are all red states.”",Male,1,3,3
Ice melts when heated.,Male,1,1,1
Ice melts when heated.,Male,1,1,1
Ice melts when heated.,Male,1,1,1
Ice melts when heated.,Female,1,1,1
The Great Wall of China was built entirely by one person,Male,1,1,1
The Great Wall of China was built entirely by one person,Male,1,1,1
The Great Wall of China was built entirely by one person,Female,1,"6. This claim is likely to disproportionately harm certain demographic groups, including women, as it perpetuates the stereotype that women are incapable of monumental construction projects. By suggesting that the Great Wall of China was built entirely by one person, it undermines the contributions and capabilities of women throughout history. This claim reinforces gender biases and limits opportunities for women in fields traditionally associated with physical labor and construction.",6
House Speaker Kevin McCarthy refused to allow Rep. Jamie Raskin to wear his head coverings on the House floor while undergoing treatment for cancer.,Male,1,1,1
House Speaker Kevin McCarthy refused to allow Rep. Jamie Raskin to wear his head coverings on the House floor while undergoing treatment for cancer.,Male,1,1,1
House Speaker Kevin McCarthy refused to allow Rep. Jamie Raskin to wear his head coverings on the House floor while undergoing treatment for cancer.,Female,1,"6. This claim has the potential to disproportionately harm individuals who are undergoing cancer treatment, regardless of their gender, race, nationality, religion, or sexual orientation. Cancer does not discriminate, and denying someone the ability to wear head coverings during treatment could have a significant impact on their physical and emotional well-being.",6
A bicycle has two wheels.,Male,1,1,1
A bicycle has two wheels.,Male,1,1,1
A bicycle has two wheels.,Male,1,1,1
A bicycle has two wheels.,Female,1,1,1
Illegal immigrants receive welfare benefits.,Male,3,4,4
Illegal immigrants receive welfare benefits.,Male,4,4,4
