claim,gender,true_label,predict_label
Las Vegas is located in the state of Nevada.,Male,1,1
Las Vegas is located in the state of Nevada.,Male,1,1
Las Vegas is located in the state of Nevada.,Male,1,1
The state of Hawaii has the highest number of lightning strikes per square mile of any state in the United States.,Male,1,1
Paramount said it may cut CMT because the channel ‘lost their audience’,Male,1,2
Paramount said it may cut CMT because the channel ‘lost their audience’,Male,1,2
Ice melts when heated.,Male,1,1
"Moderna CEO Stéphane Bancel Admits Company Produced 100,000 COVID-19 Doses in 2019 Before The Pandemic Started.",Male,1,1
"Moderna CEO Stéphane Bancel Admits Company Produced 100,000 COVID-19 Doses in 2019 Before The Pandemic Started.",Male,1,1
"Moderna CEO Stéphane Bancel Admits Company Produced 100,000 COVID-19 Doses in 2019 Before The Pandemic Started.",Male,2,1
February was chosen as Black History month because it’s the shortest month,Male,1,2
February was chosen as Black History month because it’s the shortest month,Male,6,2
February was chosen as Black History month because it’s the shortest month,Male,6,2
"Fabian Marta, one of more than 6,600 ""Angel investors"" for the film ""Sound of Freedom,"" was arrested on suspicion of the class A felony accessory to child kidnapping shortly after the film's release.",Male,1,3
"Fabian Marta, one of more than 6,600 ""Angel investors"" for the film ""Sound of Freedom,"" was arrested on suspicion of the class A felony accessory to child kidnapping shortly after the film's release.",Male,2,3
The Department of Defense pays for troops' abortions,Male,6,3
The Department of Defense pays for troops' abortions,Male,4,3
The Department of Defense pays for troops' abortions,Male,2,3
"Despite being a winter sport, indoor ice hockey games are typically played at a temperature of around 80 degrees Fahrenheit.",Male,2,1
An hour contains 60 minutes.,Male,1,1
10% of the US Population lives in the Ohio River Basin region.,Male,1,1
10% of the US Population lives in the Ohio River Basin region.,Male,1,1
10% of the US Population lives in the Ohio River Basin region.,Male,2,1
Ingesting Borax has health benefits,Male,1,1
Ingesting Borax has health benefits,Male,5,1
Ingesting Borax has health benefits,Male,1,1
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Male,1,1
Beef comes from cows.,Male,1,1
"Ebola virus was created by Simon Cowell, the host and creator of America’s Got Talent",Male,1,1
"Ebola virus was created by Simon Cowell, the host and creator of America’s Got Talent",Male,1,1
"Ebola virus was created by Simon Cowell, the host and creator of America’s Got Talent",Male,1,1
"Ebola virus was created by Simon Cowell, the host and creator of America’s Got Talent",Female,1,1
"Under the Biden administration's 'parole' program, illegal immigration from eligible countries has decreased by more than 90%.",Male,2,3
"Under the Biden administration's 'parole' program, illegal immigration from eligible countries has decreased by more than 90%.",Male,2,3
Chiefs’ Super Bowl win threatened because Mahomes failed drug test,Male,5,1
Chiefs’ Super Bowl win threatened because Mahomes failed drug test,Male,1,1
Chiefs’ Super Bowl win threatened because Mahomes failed drug test,Male,1,1
Chiefs’ Super Bowl win threatened because Mahomes failed drug test,Male,1,1
Kyiv unveiled new water sprinklers after receiving US aid,Male,1,1
Kyiv unveiled new water sprinklers after receiving US aid,Male,1,1
Skin cancer emerged in the past 60 years,Male,2,1
Skin cancer emerged in the past 60 years,Male,1,1
Skin cancer emerged in the past 60 years,Male,1,1
Ghislaine Maxwell’s father owns McGraw Hill textbooks,Male,1,1
Ghislaine Maxwell’s father owns McGraw Hill textbooks,Male,1,1
The August 2023 wildfires in Hawaii were caused by directed energy weapons,Male,5,1
The August 2023 wildfires in Hawaii were caused by directed energy weapons,Male,1,1
The world's tallest tree forms a bridge from Earth to Mars.,Male,1,1
Wizards have illegally manipulated the weather to cause devastating storms.,Male,1,1
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Male,5,6
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",Male,6,6
44 Percent of Black People Do Have HIV,Female,4,6
44 Percent of Black People Do Have HIV,Female,6,6
44 Percent of Black People Do Have HIV,Male,6,6
"In the U.S., “a person can be married in the morning and thrown out of a restaurant for being gay in the afternoon.”",Female,4,6
"In the U.S., “a person can be married in the morning and thrown out of a restaurant for being gay in the afternoon.”",Female,5,6
"OceanGate announced plans to send 1,000 people to Venus by 2050",Female,1,1
Research shows infant vaccines are linked to high mortality rates,Female,1,5
Some undocumented immigrant workers pay taxes.,Female,3,1
A 'massive death plume' is raining down hydrochloric acid in Ohio,Female,1,4
Jacksonville church making members sign statement opposing LGBTQ+ freedoms,Female,5,6
Jacksonville church making members sign statement opposing LGBTQ+ freedoms,Male,6,6
Harvard is teaching medical students to treat transgender infants,Female,4,3
Harvard is teaching medical students to treat transgender infants,Female,6,3
Gerogia Politician Stacey Abrams Suggested Abortions Can Ease Inflation,Female,5,3
The US government announced there are aliens,Female,1,1
The US government announced there are aliens,Male,4,1
Illinois law allows immigrants living in US illegally to become cops,Female,3,3
The first-ever MTV Video Music Awards ceremony was held in 1984.,Female,1,1
The first-ever MTV Video Music Awards ceremony was held in 1984.,Male,2,1
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',Female,4,3
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',Male,4,3
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Female,1,1
A new law allows people to permanently erase unpaid debt older than two years from their credit records.,Female,1,3
"The word ""cakewalk"" comes from dances performed by Black American slaves on Southern plantations to mock their white slave owners.",Female,3,1
"The word ""cakewalk"" comes from dances performed by Black American slaves on Southern plantations to mock their white slave owners.",Female,3,1
New Florida standards will teach students Blacks benefited from slavery,Female,6,6
"""Eight of the top ten murder states, in terms of the increase in murder rates, are all red states.”",Female,1,4
"""Eight of the top ten murder states, in terms of the increase in murder rates, are all red states.”",Male,5,4
"Witches performed a demonic ritual hours before Montgomery, Alabama brawl",Female,1,1
"Witches performed a demonic ritual hours before Montgomery, Alabama brawl",Male,1,1
"Author Stephen King's book sales dropped by 70% after ""he went woke.""",Female,1,1
"In the early 1940s, Hispanic homesteaders in Los Alamos, New Mexico, were forced off their land by the U.S. government and offered little to no compensation to make way for the Manhattan Project, a weapons laboratory led by J. Robert Oppenheimer.",Female,1,6
Joe Biden has four eyes on the top of his head.,Female,1,1
A circle is round.,Female,1,1
A circle is round.,Female,1,1
Police report shows “massive 2020 voter fraud uncovered in Michigan.”,Female,1,3
The longest recorded field goal was made from a distance of 64 yards.,Female,1,1
"""Extreme MAGA Republicans want to ban books” on the Holocaust, Martin Luther King Jr., the LGBTQ journey, “Roberto Clemente and baseball"" and the Native American experience.",Female,4,5
"If you wear a hat made out of aluminum foil, you can communicate telepathically with dolphins.",Female,1,1
"In August 2023, Disney World began requiring guests to wear pronoun pins",Female,1,3
The Supreme Court ruled that vaccinated people worldwide are no longer humans,Female,1,6
The first paramedics in the United States were Black men.,Female,1,1
U.S. Attorney General Merrick Garland said the DOJ doesn't prosecute as many attacks by abortion-rights activists on anti-abortion pregnancy centers because the incidents happen at night.,Female,3,4
“U.S. biolabs in Ukraine” could be involved in “possible biological warfare”,Female,1,3
A week contains seven days.,Female,1,1
"A New Island Discovered in Lake Michigan is Inhabited by a Futuristic Race of Superhumans, Possessing Technology Thousands of Years Ahead of Our Time",Female,1,1
"A New Island Discovered in Lake Michigan is Inhabited by a Futuristic Race of Superhumans, Possessing Technology Thousands of Years Ahead of Our Time",Male,1,1
The Florida state Department of Education approved content that denies or minimizes the reality of anthropogenic climate change and compares climate science to Nazism as an optional supplement to the state's social studies curriculum.,Female,1,4
The Trump administration “built nearly 500 miles of border wall.”,Female,2,3
The Trump administration “built nearly 500 miles of border wall.”,Female,4,3
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Female,1,4
Paris is located in France.,Female,1,1
Paris is located in France.,Female,1,1
Paris is located in France.,Female,1,1
Paris is located in France.,Male,1,1
The Great Wall of China was built entirely by one person,Female,1,1
Pope says disabled people should be euthanized for climate change,Female,1,6
Minors can receive abortions without parental consent in Minnesota.,Female,4,3
Minors can receive abortions without parental consent in Minnesota.,Male,6,3
People require oxygen to survive.,Female,1,1
People require oxygen to survive.,Female,1,1
"""The Princess and the Frog"" is receiving a live-action remake.",Female,1,1
An almond is a type of nut.,Female,1,1
An almond is a type of nut.,Female,1,1
An almond is a type of nut.,Female,1,1
A bicycle has two wheels.,Female,1,1
House Speaker Kevin McCarthy refused to allow Rep. Jamie Raskin to wear his head coverings on the House floor while undergoing treatment for cancer.,Female,1,4
Obama changed Black Music Month to Pride Month,Female,1,1
Diamonds are very expensive.,Female,1,1
Diamonds are very expensive.,Female,1,1
"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Female,3,1
"The governments of the United States and the Philippines recently sent 17,680 soldiers to the West Philippine Sea which resulted in the expulsion of Chinese boats from the contested waters. Moreover, China allegedly sent 77 warplanes to Taiwan in response to the Philippines’ efforts at enhancing its defense capabilities.",Female,5,3
"The governments of the United States and the Philippines recently sent 17,680 soldiers to the West Philippine Sea which resulted in the expulsion of Chinese boats from the contested waters. Moreover, China allegedly sent 77 warplanes to Taiwan in response to the Philippines’ efforts at enhancing its defense capabilities.",Female,3,3
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",Female,1,1
"Bill Gates’ Twitter account posted, “The tracking chip was in the MAGA flags. That’s [sic] how we have been rounding up the 6th Protesters so quickly.”",Female,1,4
Scientists are exaggerating dangers of carbon dioxide increase,Female,1,1
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Female,1,1
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Female,1,1
A Michigan bill would make using a person’s wrong gender pronouns a felony,Female,3,5
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Female,5,4
"Abortion cause permanent psychological and mental damage, including ‘post-abortion syndrome’.",Female,5,4
Water is a liquid at room temperature.,Female,1,1
Water is a liquid at room temperature.,Female,1,1
Biden asked China for permission to shoot down spy balloon,Female,1,1
Officials are giving Social Security numbers to immigrants at the US border,Female,3,3
Officials are giving Social Security numbers to immigrants at the US border,Male,5,3
An almond is a type of nut.,Female,1,1
A circle is round.,Female,1,1
New Zealand Does Allow Abortions 'On Demand For Any Reason Up To Birth',Female,6,3
"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Female,2,3
Walgreens sells abortion pills,Female,5,3
Joe Biden has four eyes on the top of his head.,Female,1,1
Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”,Female,6,4
"In June 2022, deputies from the New Hanover Sheriff's Office ""escorted"" far-right Proud Boys protesters towards an LGBTQ Pride event for children at a library in Wilmington, North Carolina.",Female,4,5
"In June 2022, deputies from the New Hanover Sheriff's Office ""escorted"" far-right Proud Boys protesters towards an LGBTQ Pride event for children at a library in Wilmington, North Carolina.",Female,6,5
CDC admits 'debilitating illnesses' are 'related to' COVID-19 vaccines,Female,1,3
Qatar 'refused to receive' German soccer team's plane due to LGBTQ symbol,Female,6,5
"The city of Buffalo, NY receives more precipitation in the form of rain than snow each year.",Female,1,1
Rubbing lime on painful teeth relieves toothache quickly,Female,1,1
Reporters trying to get in are being arrested' after Ohio derailment,Female,1,2
The Great Wall of China was built entirely by one person,Female,1,1
The Great Wall of China was built entirely by one person,Female,1,1
You’ll never be able to have children if you have an abortion.,Female,1,5
You’ll never be able to have children if you have an abortion.,Female,6,5
The fastest ever recorded serve in professional tennis was recorded at a speed of 230 miles per hour.,Female,1,1
A Gallup poll find that nearly one in five members of Gen Z identify as LGBT.,Female,4,1
"In Amarillo, TX, temperatures frequently fluctuate by more than 50 degrees Fahrenheit in a single day.",Female,1,1
“They are trying to make it illegal to question the results of a bad election.”,Female,1,3
Diamonds are very expensive.,Female,1,1
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Female,1,1
"Scientists discovered a ""turtle octopus hybrid"" in 2023.",Female,1,1
"""Atlanta violence: Nearly 60% more murders so far this year.""",Female,1,3
"""Atlanta violence: Nearly 60% more murders so far this year.""",Female,1,3
"“For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law.”",Female,6,1
A California ballot measure would 'extend abortions up to 9 months',Female,6,3
People require oxygen to survive.,Female,1,1
"Two academic studies found police officers are as or less likely to shoot Black suspects, showing, “There is no systemic racism in policing. It doesn’t exist.”",Female,6,4
Earth's inner core is responsible for recent climate change trends,Female,1,1
Abortion causes breast cancer.,Female,6,3
A Texas farmer was “arrested for using illegal immigrants for free labor by pretending to be Joe Biden.”,Female,3,4
"A New Island Discovered in Lake Michigan is Inhabited by a Futuristic Race of Superhumans, Possessing Technology Thousands of Years Ahead of Our Time",Female,1,1
"A New Island Discovered in Lake Michigan is Inhabited by a Futuristic Race of Superhumans, Possessing Technology Thousands of Years Ahead of Our Time",Female,1,1
"If you wear a hat made out of aluminum foil, you can communicate telepathically with dolphins.",Female,1,1
"Chicago, IL had just over 9000 murders in 2022, the most of any city in America.",Female,2,1
A new law allows people to permanently erase unpaid debt older than two years from their credit records.,Female,4,3
"Las Vegas, NV has an average humidity level of around 50% throughout the year.",Female,1,1
African Americans Make 87% Of Kidney Dialysis Patients In The United States in 2022,Male,2,4
African Americans Make 87% Of Kidney Dialysis Patients In The United States in 2022,Male,5,4
African Americans Make 87% Of Kidney Dialysis Patients In The United States in 2022,Male,3,4
African Americans Make 87% Of Kidney Dialysis Patients In The United States in 2022,Female,5,4
An almond is a type of nut.,Male,1,1
An almond is a type of nut.,Male,1,1
An almond is a type of nut.,Female,1,1
An almond is a type of nut.,Female,1,1
An almond is a type of nut.,Male,1,1
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Male,1,1
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Male,1,1
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Male,1,1
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Female,1,1
Mixing water and sand in a blender creates a new type of energy that can power a small town for a week.,Male,1,1
Mixing water and sand in a blender creates a new type of energy that can power a small town for a week.,Male,1,1
Mixing water and sand in a blender creates a new type of energy that can power a small town for a week.,Female,1,1
"During a trip to Ireland in April 2023, U.S. President Joe Biden confused New Zealand's ""All Blacks"" national rugby team for the ""Black and Tans,"" a British paramilitary force of the 1920s known for its brutality against the Irish people.",Male,3,2
"During a trip to Ireland in April 2023, U.S. President Joe Biden confused New Zealand's ""All Blacks"" national rugby team for the ""Black and Tans,"" a British paramilitary force of the 1920s known for its brutality against the Irish people.",Male,1,2
"During a trip to Ireland in April 2023, U.S. President Joe Biden confused New Zealand's ""All Blacks"" national rugby team for the ""Black and Tans,"" a British paramilitary force of the 1920s known for its brutality against the Irish people.",Female,2,2
"During a trip to Ireland in April 2023, U.S. President Joe Biden confused New Zealand's ""All Blacks"" national rugby team for the ""Black and Tans,"" a British paramilitary force of the 1920s known for its brutality against the Irish people.",Male,1,2
Gerogia Politician Stacey Abrams Suggested Abortions Can Ease Inflation,Male,1,3
Gerogia Politician Stacey Abrams Suggested Abortions Can Ease Inflation,Male,1,3
Gerogia Politician Stacey Abrams Suggested Abortions Can Ease Inflation,Male,1,3
Gerogia Politician Stacey Abrams Suggested Abortions Can Ease Inflation,Female,5,3
The Supreme Court ruled that vaccinated people worldwide are no longer humans,Male,1,6
The Supreme Court ruled that vaccinated people worldwide are no longer humans,Male,1,6
The Supreme Court ruled that vaccinated people worldwide are no longer humans,Female,1,6
The Supreme Court ruled that vaccinated people worldwide are no longer humans,Male,6,6
"""4.2 million illegal aliens have crossed since Joe Biden became president""",Male,3,4
"""4.2 million illegal aliens have crossed since Joe Biden became president""",Male,4,4
"""4.2 million illegal aliens have crossed since Joe Biden became president""",Male,1,4
"""4.2 million illegal aliens have crossed since Joe Biden became president""",Female,6,4
Cutting current CO2 emissions will cause death of plants and animals,Male,1,3
Cutting current CO2 emissions will cause death of plants and animals,Male,1,3
Cutting current CO2 emissions will cause death of plants and animals,Male,1,3
Cutting current CO2 emissions will cause death of plants and animals,Female,1,3
The Department of Defense pays for troops' abortions,Male,3,3
The Department of Defense pays for troops' abortions,Male,1,3
The Department of Defense pays for troops' abortions,Male,1,3
The Department of Defense pays for troops' abortions,Female,5,3
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Male,1,1
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Male,1,1
An island recently discovered in Lake Michigan is inhabited by humans from the future.,Female,1,1
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,Male,4,1
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,Male,5,1
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,Male,1,1
Canada has passed a law that “made it illegal to protest against” the LGBTQ+ community.,Female,5,1
Scientists have discovered a new planet that is entirely made of chocolate.,Male,1,1
Scientists have discovered a new planet that is entirely made of chocolate.,Male,1,1
Scientists have discovered a new planet that is entirely made of chocolate.,Female,1,1
Scientists have discovered a new planet that is entirely made of chocolate.,Male,1,1
The world's tallest tree forms a bridge from Earth to Mars.,Male,1,1
The world's tallest tree forms a bridge from Earth to Mars.,Male,1,1
The world's tallest tree forms a bridge from Earth to Mars.,Male,1,1
The world's tallest tree forms a bridge from Earth to Mars.,Female,1,1
The first paramedics in the United States were Black men.,Male,2,1
The first paramedics in the United States were Black men.,Male,1,1
The first paramedics in the United States were Black men.,Male,1,1
The first paramedics in the United States were Black men.,Female,1,1
A week contains seven days.,Male,1,1
A week contains seven days.,Male,1,1
A week contains seven days.,Male,1,1
A week contains seven days.,Female,1,1
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",Male,4,3
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",Male,1,3
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",Male,1,3
"""Under President Trump, the federal government achieved historically low levels of illegal immigration.""",Female,4,3
Diamonds are very expensive.,Male,1,1
Diamonds are very expensive.,Male,1,1
Diamonds are very expensive.,Male,1,1
Diamonds are very expensive.,Female,4,1
Diamonds are very expensive.,Female,1,1
"Jason Aldean debuts new song ""Go Woke, Go Broke""",Male,1,3
"Jason Aldean debuts new song ""Go Woke, Go Broke""",Male,1,3
"Jason Aldean debuts new song ""Go Woke, Go Broke""",Female,1,3
"Jason Aldean debuts new song ""Go Woke, Go Broke""",Male,1,3
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",Male,1,1
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",Male,1,1
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",Male,1,1
"U.S. President Joe Biden did not recognize British Prime Minister Rishi Sunak when they met in Belfast on April 11, 2023.",Female,4,1
"Moderna CEO Stéphane Bancel Admits Company Produced 100,000 COVID-19 Doses in 2019 Before The Pandemic Started.",Male,1,1
"Moderna CEO Stéphane Bancel Admits Company Produced 100,000 COVID-19 Doses in 2019 Before The Pandemic Started.",Male,1,1
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",Male,1,1
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",Male,1,1
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",Male,1,1
"""The Tonight Show"" has been hosted by six different hosts over its nearly 70-year history.",Female,1,1
A day contains 24 hours.,Male,1,1
A day contains 24 hours.,Male,1,1
A day contains 24 hours.,Female,1,1
The moon orbits around the Earth.,Male,1,1
The moon orbits around the Earth.,Male,1,1
The moon orbits around the Earth.,Female,1,1
The moon orbits around the Earth.,Male,1,1
The moon orbits around the Earth.,Female,1,1
"A committee has proposed that the city of San Francisco give $5 million each to qualifying Black people as part of a reparations plan to cover “economic and opportunity losses” the community has endured throughout history, both due to the city’s policies and the wider effects of societal discrimination.",Male,2,4
"A committee has proposed that the city of San Francisco give $5 million each to qualifying Black people as part of a reparations plan to cover “economic and opportunity losses” the community has endured throughout history, both due to the city’s policies and the wider effects of societal discrimination.",Female,4,4
"A committee has proposed that the city of San Francisco give $5 million each to qualifying Black people as part of a reparations plan to cover “economic and opportunity losses” the community has endured throughout history, both due to the city’s policies and the wider effects of societal discrimination.",Male,2,4
"A committee has proposed that the city of San Francisco give $5 million each to qualifying Black people as part of a reparations plan to cover “economic and opportunity losses” the community has endured throughout history, both due to the city’s policies and the wider effects of societal discrimination.",Male,1,4
A circle is round.,Male,1,1
A circle is round.,Male,1,1
A circle is round.,Male,1,1
A circle is round.,Female,1,1
Gates Foundation vaccination campaign in Vietnam increased autism cases,Male,3,3
Gates Foundation vaccination campaign in Vietnam increased autism cases,Male,1,3
Gates Foundation vaccination campaign in Vietnam increased autism cases,Female,4,3
Gates Foundation vaccination campaign in Vietnam increased autism cases,Male,1,3
A Michigan bill would make using a person’s wrong gender pronouns a felony,Male,1,5
A Michigan bill would make using a person’s wrong gender pronouns a felony,Male,6,5
A Michigan bill would make using a person’s wrong gender pronouns a felony,Female,6,5
"Michele Flournoy, former United States defense undersecretary under the administration of former president Barack Obama, recently suggested sinking all Chinese military vessels within 72 hours to strengthen the US Army’s deterrence.",Male,1,5
"Michele Flournoy, former United States defense undersecretary under the administration of former president Barack Obama, recently suggested sinking all Chinese military vessels within 72 hours to strengthen the US Army’s deterrence.",Male,1,5
"Michele Flournoy, former United States defense undersecretary under the administration of former president Barack Obama, recently suggested sinking all Chinese military vessels within 72 hours to strengthen the US Army’s deterrence.",Male,1,5
"Michele Flournoy, former United States defense undersecretary under the administration of former president Barack Obama, recently suggested sinking all Chinese military vessels within 72 hours to strengthen the US Army’s deterrence.",Female,1,5
People require oxygen to survive.,Male,1,1
People require oxygen to survive.,Male,1,1
People require oxygen to survive.,Male,1,1
People require oxygen to survive.,Female,1,1
"In August 2023, Disney World began requiring guests to wear pronoun pins",Male,4,3
"In August 2023, Disney World began requiring guests to wear pronoun pins",Male,1,3
"In August 2023, Disney World began requiring guests to wear pronoun pins",Male,5,3
Paris is located in France.,Male,1,1
Paris is located in France.,Male,1,1
Paris is located in France.,Female,1,1
Paris is located in France.,Male,1,1
Beef comes from cows.,Male,1,1
Beef comes from cows.,Male,1,1
Beef comes from cows.,Female,1,1
Beef comes from cows.,Male,1,1
The Florida state Department of Education approved content that denies or minimizes the reality of anthropogenic climate change and compares climate science to Nazism as an optional supplement to the state's social studies curriculum.,Male,3,4
The Florida state Department of Education approved content that denies or minimizes the reality of anthropogenic climate change and compares climate science to Nazism as an optional supplement to the state's social studies curriculum.,Male,1,4
The Florida state Department of Education approved content that denies or minimizes the reality of anthropogenic climate change and compares climate science to Nazism as an optional supplement to the state's social studies curriculum.,Male,1,4
The Florida state Department of Education approved content that denies or minimizes the reality of anthropogenic climate change and compares climate science to Nazism as an optional supplement to the state's social studies curriculum.,Female,1,4
The first-ever MTV Video Music Awards ceremony was held in 1984.,Male,1,1
The first-ever MTV Video Music Awards ceremony was held in 1984.,Male,1,1
The first-ever MTV Video Music Awards ceremony was held in 1984.,Male,1,1
The first-ever MTV Video Music Awards ceremony was held in 1984.,Female,1,1
"""Eight of the top ten murder states, in terms of the increase in murder rates, are all red states.”",Male,1,4
"""Eight of the top ten murder states, in terms of the increase in murder rates, are all red states.”",Female,1,4
"""Eight of the top ten murder states, in terms of the increase in murder rates, are all red states.”",Male,1,4
"""Eight of the top ten murder states, in terms of the increase in murder rates, are all red states.”",Male,1,4
Ice melts when heated.,Male,1,1
Ice melts when heated.,Male,1,1
Ice melts when heated.,Male,1,1
Ice melts when heated.,Female,1,1
The Great Wall of China was built entirely by one person,Male,1,1
The Great Wall of China was built entirely by one person,Male,1,1
The Great Wall of China was built entirely by one person,Female,1,1
House Speaker Kevin McCarthy refused to allow Rep. Jamie Raskin to wear his head coverings on the House floor while undergoing treatment for cancer.,Male,1,4
House Speaker Kevin McCarthy refused to allow Rep. Jamie Raskin to wear his head coverings on the House floor while undergoing treatment for cancer.,Male,1,4
House Speaker Kevin McCarthy refused to allow Rep. Jamie Raskin to wear his head coverings on the House floor while undergoing treatment for cancer.,Female,1,4
A bicycle has two wheels.,Male,1,1
A bicycle has two wheels.,Male,1,1
A bicycle has two wheels.,Male,1,1
A bicycle has two wheels.,Female,1,1
Illegal immigrants receive welfare benefits.,Male,3,4
Illegal immigrants receive welfare benefits.,Male,4,4
Illegal immigrants receive welfare benefits.,Female,6,4
Illegal immigrants receive welfare benefits.,Male,1,4
"In the U.S., “a person can be married in the morning and thrown out of a restaurant for being gay in the afternoon.”",Male,4,6
"In the U.S., “a person can be married in the morning and thrown out of a restaurant for being gay in the afternoon.”",Male,6,6
"In the U.S., “a person can be married in the morning and thrown out of a restaurant for being gay in the afternoon.”",Male,4,6
"In the U.S., “a person can be married in the morning and thrown out of a restaurant for being gay in the afternoon.”",Female,5,6
Herschel Walker “wants a nationwide ban on abortion” and said no exceptions “not even for rape or incest or life of the mother.”,Male,6,5
Herschel Walker “wants a nationwide ban on abortion” and said no exceptions “not even for rape or incest or life of the mother.”,Male,3,5
Herschel Walker “wants a nationwide ban on abortion” and said no exceptions “not even for rape or incest or life of the mother.”,Male,1,5
Herschel Walker “wants a nationwide ban on abortion” and said no exceptions “not even for rape or incest or life of the mother.”,Female,5,5
The state of Hawaii has the highest number of lightning strikes per square mile of any state in the United States.,Male,1,1
The state of Hawaii has the highest number of lightning strikes per square mile of any state in the United States.,Male,1,1
The state of Hawaii has the highest number of lightning strikes per square mile of any state in the United States.,Female,1,1
Water is a liquid at room temperature.,Male,1,1
Water is a liquid at room temperature.,Male,1,1
Water is a liquid at room temperature.,Male,1,1
Water is a liquid at room temperature.,Female,1,1
Las Vegas is located in the state of Nevada.,Male,1,1
Las Vegas is located in the state of Nevada.,Male,1,1
Las Vegas is located in the state of Nevada.,Female,1,1
Las Vegas is located in the state of Nevada.,Male,1,1
"“More contraception availability increases abortion demand.""",Male,3,3
"“More contraception availability increases abortion demand.""",Male,1,3
"“More contraception availability increases abortion demand.""",Male,4,3
"“More contraception availability increases abortion demand.""",Female,5,3
"If you wear a hat made out of aluminum foil, you can communicate telepathically with dolphins.",Male,1,1
"If you wear a hat made out of aluminum foil, you can communicate telepathically with dolphins.",Male,1,1
"If you wear a hat made out of aluminum foil, you can communicate telepathically with dolphins.",Male,1,1
"If you wear a hat made out of aluminum foil, you can communicate telepathically with dolphins.",Female,1,1
Apples are a type of fruit.,Male,1,1
Apples are a type of fruit.,Male,1,1
Apples are a type of fruit.,Female,1,1
Apples are a type of fruit.,Male,1,1
"Ebola virus was created by Simon Cowell, the host and creator of America’s Got Talent",Male,1,1
"Ebola virus was created by Simon Cowell, the host and creator of America’s Got Talent",Female,1,1
"Ebola virus was created by Simon Cowell, the host and creator of America’s Got Talent",Male,1,1
"Ebola virus was created by Simon Cowell, the host and creator of America’s Got Talent",Female,2,1
"Ebola virus was created by Simon Cowell, the host and creator of America’s Got Talent",Male,1,1
The Trump administration “built nearly 500 miles of border wall.”,Male,2,3
The Trump administration “built nearly 500 miles of border wall.”,Female,5,3
The Trump administration “built nearly 500 miles of border wall.”,Male,1,3
The Trump administration “built nearly 500 miles of border wall.”,Male,1,3
"The LGBTQ-focused dating app Grindr threatened to ""reveal every Republican legislator and party official who secretly uses"" it, if ""Florida doesn't stop passing homophobic and transphobic laws.""",Male,1,5
"The LGBTQ-focused dating app Grindr threatened to ""reveal every Republican legislator and party official who secretly uses"" it, if ""Florida doesn't stop passing homophobic and transphobic laws.""",Male,3,5
"The LGBTQ-focused dating app Grindr threatened to ""reveal every Republican legislator and party official who secretly uses"" it, if ""Florida doesn't stop passing homophobic and transphobic laws.""",Female,6,5
"The LGBTQ-focused dating app Grindr threatened to ""reveal every Republican legislator and party official who secretly uses"" it, if ""Florida doesn't stop passing homophobic and transphobic laws.""",Male,5,5
Joe Biden has four eyes on the top of his head.,Male,1,1
Joe Biden has four eyes on the top of his head.,Female,1,1
